trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
5151061893447680:5,08:04:00,08:04:00,zenbus:StopPoint:SP:836670001:LOC,15,,,,2759,
5151061893447680:5,08:04:00,08:04:00,zenbus:StopPoint:SP:839690006:LOC,16,,,,2878,
5151061893447680:5,08:05:00,08:05:00,zenbus:StopPoint:SP:826710003:LOC,17,,,,3247,
5151061893447680:5,08:07:00,08:07:00,zenbus:StopPoint:SP:826680004:LOC,18,,,,3566,
5151061893447680:5,08:07:00,08:07:00,zenbus:StopPoint:SP:824780004:LOC,19,,,,3917,
5151061893447680:5,08:09:00,08:09:00,zenbus:StopPoint:SP:828690004:LOC,22,,,,4067,
5151061893447680:5,08:10:00,08:10:00,zenbus:StopPoint:SP:843730008:LOC,23,,,,4319,
5151061893447680:5,08:13:00,08:13:00,zenbus:StopPoint:SP:856840003:LOC,24,,,,4785,
5151061893447680:5,08:14:00,08:14:00,zenbus:StopPoint:SP:834500003:LOC,25,,,,5001,
5151061893447680:5,08:14:00,08:14:00,zenbus:StopPoint:SP:854950005:LOC,26,,,,5154,
5151061893447680:5,08:15:00,08:15:00,zenbus:StopPoint:SP:831810006:LOC,27,,,,5627,
5151061893447680:5,08:16:00,08:16:00,zenbus:StopPoint:SP:843690019:LOC,28,,,,5916,
5151061893447680:5,08:17:00,08:17:00,zenbus:StopPoint:SP:858810005:LOC,29,,,,6069,
5151061893447680:5,08:18:00,08:18:00,zenbus:StopPoint:SP:843730008:LOC,30,,,,6222,
5151061893447680:6,08:07:00,08:07:00,zenbus:StopPoint:SP:843730008:LOC,0,,,,19,
5151061893447680:6,08:11:00,08:11:00,zenbus:StopPoint:SP:853090003:LOC,1,,,,430,
5151061893447680:6,08:14:00,08:14:00,zenbus:StopPoint:SP:834510003:LOC,2,,,,720,
5151061893447680:6,08:16:00,08:16:00,zenbus:StopPoint:SP:843740004:LOC,9,,,,1082,
5151061893447680:6,08:19:00,08:19:00,zenbus:StopPoint:SP:849270013:LOC,11,,,,1355,
5151061893447680:6,08:22:00,08:22:00,zenbus:StopPoint:SP:828690004:LOC,22,,,,2191,
5151061893447680:6,08:23:00,08:23:00,zenbus:StopPoint:SP:843730008:LOC,23,,,,2442,
5151061893447680:6,08:27:00,08:27:00,zenbus:StopPoint:SP:856840003:LOC,24,,,,2911,
5151061893447680:6,08:28:00,08:28:00,zenbus:StopPoint:SP:834500003:LOC,25,,,,3126,
5151061893447680:6,08:28:00,08:28:00,zenbus:StopPoint:SP:854950005:LOC,26,,,,3279,
5151061893447680:6,08:29:00,08:29:00,zenbus:StopPoint:SP:831810006:LOC,27,,,,3752,
5151061893447680:6,08:30:00,08:30:00,zenbus:StopPoint:SP:843690019:LOC,28,,,,4042,
5151061893447680:6,08:31:00,08:31:00,zenbus:StopPoint:SP:858810005:LOC,29,,,,4194,
5151061893447680:6,08:32:00,08:32:00,zenbus:StopPoint:SP:843730008:LOC,30,,,,4347,
5151061893447680:7,08:22:00,08:22:00,zenbus:StopPoint:SP:843730008:LOC,0,,,,0,
5151061893447680:7,08:26:00,08:26:00,zenbus:StopPoint:SP:853090003:LOC,1,,,,409,
5151061893447680:7,08:29:00,08:29:00,zenbus:StopPoint:SP:834510003:LOC,2,,,,700,
5151061893447680:7,08:30:00,08:30:00,zenbus:StopPoint:SP:824770004:LOC,3,,,,978,
5151061893447680:7,08:32:00,08:32:00,zenbus:StopPoint:SP:839690003:LOC,4,,,,1441,
5151061893447680:7,08:33:00,08:33:00,zenbus:StopPoint:SP:810270003:LOC,5,,,,1863,
5151061893447680:7,08:34:00,08:34:00,zenbus:StopPoint:SP:854940004:LOC,6,,,,2049,
5151061893447680:7,08:34:00,08:34:00,zenbus:StopPoint:SP:826660003:LOC,7,,,,2252,
5151061893447680:7,08:34:00,08:34:00,zenbus:StopPoint:SP:853940013:LOC,8,,,,2734,
5151061893447680:7,08:37:00,08:37:00,zenbus:StopPoint:SP:843740004:LOC,9,,,,3296,
5151061893447680:7,08:40:00,08:40:00,zenbus:StopPoint:SP:849270013:LOC,11,,,,3563,
5151061893447680:7,08:43:00,08:43:00,zenbus:StopPoint:SP:826690004:LOC,13,,,,4232,
5151061893447680:7,08:43:00,08:43:00,zenbus:StopPoint:SP:831800005:LOC,14,,,,4533,
5151061893447680:7,08:45:00,08:45:00,zenbus:StopPoint:SP:836670001:LOC,15,,,,4969,
5151061893447680:7,08:45:00,08:45:00,zenbus:StopPoint:SP:839690006:LOC,16,,,,5244,
5151061893447680:8,08:37:00,08:37:00,zenbus:StopPoint:SP:843730008:LOC,0,,,,24,
5151061893447680:8,08:40:00,08:40:00,zenbus:StopPoint:SP:853090003:LOC,1,,,,434,
5151061893447680:8,08:42:00,08:42:00,zenbus:StopPoint:SP:834510003:LOC,2,,,,724,
5151061893447680:8,08:44:00,08:44:00,zenbus:StopPoint:SP:843740004:LOC,9,,,,1086,
5151061893447680:8,08:46:00,08:46:00,zenbus:StopPoint:SP:849270013:LOC,11,,,,1359,
5151061893447680:8,08:49:00,08:49:00,zenbus:StopPoint:SP:834490011:LOC,20,,,,2307,
5151061893447680:8,08:49:00,08:49:00,zenbus:StopPoint:SP:826700004:LOC,21,,,,2436,
5151061893447680:8,08:50:00,08:50:00,zenbus:StopPoint:SP:828690004:LOC,22,,,,2723,
5151061893447680:8,08:51:00,08:51:00,zenbus:StopPoint:SP:843730008:LOC,23,,,,2975,
5151061893447680:8,08:53:00,08:53:00,zenbus:StopPoint:SP:856840003:LOC,24,,,,3442,
5151061893447680:8,08:54:00,08:54:00,zenbus:StopPoint:SP:834500003:LOC,25,,,,3658,
5151061893447680:8,08:54:00,08:54:00,zenbus:StopPoint:SP:854950005:LOC,26,,,,3811,
5151061893447680:8,08:55:00,08:55:00,zenbus:StopPoint:SP:831810006:LOC,27,,,,4284,
5151061893447680:8,08:56:00,08:56:00,zenbus:StopPoint:SP:843690019:LOC,28,,,,4573,
5151061893447680:8,08:57:00,08:57:00,zenbus:StopPoint:SP:858810005:LOC,29,,,,4726,
5151061893447680:8,08:58:00,08:58:00,zenbus:StopPoint:SP:843730008:LOC,30,,,,4877,
5151061893447680:9,09:05:00,09:05:00,zenbus:StopPoint:SP:839690006:LOC,16,,,,1,
5151061893447680:9,09:06:00,09:06:00,zenbus:StopPoint:SP:826710003:LOC,17,,,,390,
5151061893447680:9,09:07:00,09:07:00,zenbus:StopPoint:SP:826680004:LOC,18,,,,709,
5151061893447680:9,09:07:00,09:07:00,zenbus:StopPoint:SP:824780004:LOC,19,,,,1060,
5151061893447680:9,09:08:00,09:08:00,zenbus:StopPoint:SP:834490011:LOC,20,,,,1240,
5151061893447680:9,09:08:00,09:08:00,zenbus:StopPoint:SP:826700004:LOC,21,,,,1370,
5151061893447680:9,09:09:00,09:09:00,zenbus:StopPoint:SP:828690004:LOC,22,,,,1656,
5151061893447680:9,09:10:00,09:10:00,zenbus:StopPoint:SP:843730008:LOC,23,,,,1907,
5151061893447680:9,09:13:00,09:13:00,zenbus:StopPoint:SP:856840003:LOC,24,,,,2349,
5151061893447680:9,09:14:00,09:14:00,zenbus:StopPoint:SP:834500003:LOC,25,,,,2582,
5151061893447680:9,09:14:00,09:14:00,zenbus:StopPoint:SP:854950005:LOC,26,,,,2718,
5151061893447680:9,09:15:00,09:15:00,zenbus:StopPoint:SP:831810006:LOC,27,,,,3197,
5151061893447680:9,09:16:00,09:16:00,zenbus:StopPoint:SP:843690019:LOC,28,,,,3481,
5151061893447680:9,09:17:00,09:17:00,zenbus:StopPoint:SP:858810005:LOC,29,,,,3632,
5151061893447680:9,09:18:00,09:18:00,zenbus:StopPoint:SP:843730008:LOC,30,,,,3784,
5151061893447680:10,09:07:00,09:07:00,zenbus:StopPoint:SP:843730008:LOC,0,,,,24,
5151061893447680:10,09:10:00,09:10:00,zenbus:StopPoint:SP:853090003:LOC,1,,,,434,
5151061893447680:10,09:12:00,09:12:00,zenbus:StopPoint:SP:834510003:LOC,2,,,,724,
5151061893447680:10,09:14:00,09:14:00,zenbus:StopPoint:SP:843740004:LOC,9,,,,1086,
5151061893447680:10,09:16:00,09:16:00,zenbus:StopPoint:SP:849270013:LOC,11,,,,1359,
5151061893447680:10,09:19:00,09:19:00,zenbus:StopPoint:SP:834490011:LOC,20,,,,2307,
5151061893447680:10,09:19:00,09:19:00,zenbus:StopPoint:SP:826700004:LOC,21,,,,2436,
5151061893447680:10,09:20:00,09:20:00,zenbus:StopPoint:SP:828690004:LOC,22,,,,2723,
5151061893447680:10,09:21:00,09:21:00,zenbus:StopPoint:SP:843730008:LOC,23,,,,2975,
5151061893447680:10,09:23:00,09:23:00,zenbus:StopPoint:SP:856840003:LOC,24,,,,3442,
5151061893447680:10,09:24:00,09:24:00,zenbus:StopPoint:SP:834500003:LOC,25,,,,3658,
5151061893447680:10,09:24:00,09:24:00,zenbus:StopPoint:SP:854950005:LOC,26,,,,3811,
5151061893447680:10,09:25:00,09:25:00,zenbus:StopPoint:SP:831810006:LOC,27,,,,4284,
5151061893447680:10,09:26:00,09:26:00,zenbus:StopPoint:SP:843690019:LOC,28,,,,4573,
5151061893447680:10,09:27:00,09:27:00,zenbus:StopPoint:SP:858810005:LOC,29,,,,4726,
5151061893447680:10,09:28:00,09:28:00,zenbus:StopPoint:SP:843730008:LOC,30,,,,4877,
5151061893447680:11,09:24:00,09:24:00,zenbus:StopPoint:SP:843730008:LOC,0,,,,1,
5151061893447680:11,09:27:00,09:27:00,zenbus:StopPoint:SP:853090003:LOC,1,,,,415,
5151061893447680:11,09:29:00,09:29:00,zenbus:StopPoint:SP:834510003:LOC,2,,,,705,
5151061893447680:11,09:30:00,09:30:00,zenbus:StopPoint:SP:824770004:LOC,3,,,,984,
5151061893447680:11,09:32:00,09:32:00,zenbus:StopPoint:SP:839690003:LOC,4,,,,1447,
5151061893447680:11,09:33:00,09:33:00,zenbus:StopPoint:SP:810270003:LOC,5,,,,1868,
5151061893447680:11,09:34:00,09:34:00,zenbus:StopPoint:SP:854940004:LOC,6,,,,2054,
5151061893447680:11,09:34:00,09:34:00,zenbus:StopPoint:SP:826660003:LOC,7,,,,2258,
5151061893447680:11,09:34:00,09:34:00,zenbus:StopPoint:SP:853940013:LOC,8,,,,2739,
5151061893447680:11,09:37:00,09:37:00,zenbus:StopPoint:SP:843740004:LOC,9,,,,3305,
5151061893447680:11,09:39:00,09:39:00,zenbus:StopPoint:SP:849270013:LOC,11,,,,3578,
5151061893447680:11,09:43:00,09:43:00,zenbus:StopPoint:SP:834490011:LOC,20,,,,4542,
5151061893447680:11,09:43:00,09:43:00,zenbus:StopPoint:SP:826700004:LOC,21,,,,4671,
5151061893447680:11,09:44:00,09:44:00,zenbus:StopPoint:SP:828690004:LOC,22,,,,4958,
5151061893447680:11,09:45:00,09:45:00,zenbus:StopPoint:SP:843730008:LOC,23,,,,5204,
5151061893447680:12,09:37:00,09:37:00,zenbus:StopPoint:SP:843730008:LOC,0,,,,24,
5151061893447680:12,09:40:00,09:40:00,zenbus:StopPoint:SP:853090003:LOC,1,,,,434,
5151061893447680:12,09:42:00,09:42:00,zenbus:StopPoint:SP:834510003:LOC,2,,,,724,
5151061893447680:12,09:44:00,09:44:00,zenbus:StopPoint:SP:843740004:LOC,9,,,,1086,
5151061893447680:12,09:46:00,09:46:00,zenbus:StopPoint:SP:849270013:LOC,11,,,,1359,
5151061893447680:12,09:49:00,09:49:00,zenbus:StopPoint:SP:834490011:LOC,20,,,,2307,
5151061893447680:12,09:49:00,09:49:00,zenbus:StopPoint:SP:826700004:LOC,21,,,,2436,
5151061893447680:12,09:50:00,09:50:00,zenbus:StopPoint:SP:828690004:LOC,22,,,,2723,
5151061893447680:12,09:51:00,09:51:00,zenbus:StopPoint:SP:843730008:LOC,23,,,,2975,
5151061893447680:12,09:53:00,09:53:00,zenbus:StopPoint:SP:856840003:LOC,24,,,,3442,
5151061893447680:12,09:54:00,09:54:00,zenbus:StopPoint:SP:834500003:LOC,25,,,,3658,
5151061893447680:12,09:54:00,09:54:00,zenbus:StopPoint:SP:854950005:LOC,26,,,,3811,
5151061893447680:12,09:55:00,09:55:00,zenbus:StopPoint:SP:831810006:LOC,27,,,,4284,
5151061893447680:12,09:56:00,09:56:00,zenbus:StopPoint:SP:843690019:LOC,28,,,,4573,
5151061893447680:12,09:57:00,09:57:00,zenbus:StopPoint:SP:858810005:LOC,29,,,,4726,
5151061893447680:12,09:58:00,09:58:00,zenbus:StopPoint:SP:843730008:LOC,30,,,,4877,
5151061893447680:13,09:52:00,09:52:00,zenbus:StopPoint:SP:843730008:LOC,0,,,,21,
5151061893447680:13,09:55:00,09:55:00,zenbus:StopPoint:SP:853090003:LOC,1,,,,432,
5151061893447680:13,09:57:00,09:57:00,zenbus:StopPoint:SP:834510003:LOC,2,,,,723,
5151061893447680:13,09:59:00,09:59:00,zenbus:StopPoint:SP:843740004:LOC,9,,,,1084,
5151061893447680:13,10:01:00,10:01:00,zenbus:StopPoint:SP:849270013:LOC,11,,,,1357,
5151061893447680:13,10:03:00,10:03:00,zenbus:StopPoint:SP:826690004:LOC,13,,,,2026,
5151061893447680:13,10:03:00,10:03:00,zenbus:StopPoint:SP:831800005:LOC,14,,,,2326,
5151061893447680:13,10:05:00,10:05:00,zenbus:StopPoint:SP:836670001:LOC,15,,,,2762,
5151061893447680:13,10:05:00,10:05:00,zenbus:StopPoint:SP:839690006:LOC,16,,,,2884,
5151061893447680:13,10:06:00,10:06:00,zenbus:StopPoint:SP:826710003:LOC,17,,,,3253,
5151061893447680:13,10:07:00,10:07:00,zenbus:StopPoint:SP:826680004:LOC,18,,,,3572,
5151061893447680:13,10:07:00,10:07:00,zenbus:StopPoint:SP:824780004:LOC,19,,,,3923,
5151061893447680:13,10:08:00,10:08:00,zenbus:StopPoint:SP:834490011:LOC,20,,,,4072,
5151061893447680:13,10:08:00,10:08:00,zenbus:StopPoint:SP:826700004:LOC,21,,,,4201,
5151061893447680:13,10:09:00,10:09:00,zenbus:StopPoint:SP:828690004:LOC,22,,,,4489,
5151061893447680:13,10:10:00,10:10:00,zenbus:StopPoint:SP:843730008:LOC,23,,,,4740,
5151061893447680:13,10:13:00,10:13:00,zenbus:StopPoint:SP:856840003:LOC,24,,,,5206,
5151061893447680:13,10:14:00,10:14:00,zenbus:StopPoint:SP:834500003:LOC,25,,,,5422,
5151061893447680:13,10:14:00,10:14:00,zenbus:StopPoint:SP:854950005:LOC,26,,,,5575,
5151061893447680:13,10:15:00,10:15:00,zenbus:StopPoint:SP:831810006:LOC,27,,,,6048,
5151061893447680:13,10:16:00,10:16:00,zenbus:StopPoint:SP:843690019:LOC,28,,,,6337,
5151061893447680:13,10:17:00,10:17:00,zenbus:StopPoint:SP:858810005:LOC,29,,,,6490,
5151061893447680:13,10:18:00,10:18:00,zenbus:StopPoint:SP:843730008:LOC,30,,,,6642,
5151061893447680:14,10:07:00,10:07:00,zenbus:StopPoint:SP:843730008:LOC,0,,,,24,
5151061893447680:14,10:10:00,10:10:00,zenbus:StopPoint:SP:853090003:LOC,1,,,,434,
5151061893447680:14,10:12:00,10:12:00,zenbus:StopPoint:SP:834510003:LOC,2,,,,724,
5151061893447680:14,10:14:00,10:14:00,zenbus:StopPoint:SP:843740004:LOC,9,,,,1086,
5151061893447680:14,10:16:00,10:16:00,zenbus:StopPoint:SP:849270013:LOC,11,,,,1359,
5151061893447680:14,10:19:00,10:19:00,zenbus:StopPoint:SP:834490011:LOC,20,,,,2307,
5151061893447680:14,10:19:00,10:19:00,zenbus:StopPoint:SP:826700004:LOC,21,,,,2436,
5151061893447680:14,10:20:00,10:20:00,zenbus:StopPoint:SP:828690004:LOC,22,,,,2723,
5151061893447680:14,10:21:00,10:21:00,zenbus:StopPoint:SP:843730008:LOC,23,,,,2975,
5151061893447680:14,10:23:00,10:23:00,zenbus:StopPoint:SP:856840003:LOC,24,,,,3442,
5151061893447680:14,10:24:00,10:24:00,zenbus:StopPoint:SP:834500003:LOC,25,,,,3658,
5151061893447680:14,10:24:00,10:24:00,zenbus:StopPoint:SP:854950005:LOC,26,,,,3811,
5151061893447680:14,10:25:00,10:25:00,zenbus:StopPoint:SP:831810006:LOC,27,,,,4284,
5151061893447680:14,10:26:00,10:26:00,zenbus:StopPoint:SP:843690019:LOC,28,,,,4573,
5151061893447680:14,10:27:00,10:27:00,zenbus:StopPoint:SP:858810005:LOC,29,,,,4726,
5151061893447680:14,10:28:00,10:28:00,zenbus:StopPoint:SP:843730008:LOC,30,,,,4877,
5151061893447680:15,10:24:00,10:24:00,zenbus:StopPoint:SP:843730008:LOC,0,,,,0,
5151061893447680:15,10:27:00,10:27:00,zenbus:StopPoint:SP:853090003:LOC,1,,,,406,
5151061893447680:15,10:29:00,10:29:00,zenbus:StopPoint:SP:834510003:LOC,2,,,,696,
5151061893447680:15,10:30:00,10:30:00,zenbus:StopPoint:SP:824770004:LOC,3,,,,975,
5151061893447680:15,10:32:00,10:32:00,zenbus:StopPoint:SP:839690003:LOC,4,,,,1438,
5151061893447680:15,10:33:00,10:33:00,zenbus:StopPoint:SP:810270003:LOC,5,,,,1860,
5151061893447680:15,10:34:00,10:34:00,zenbus:StopPoint:SP:854940004:LOC,6,,,,2046,
5151061893447680:15,10:34:00,10:34:00,zenbus:StopPoint:SP:826660003:LOC,7,,,,2249,
5151061893447680:15,10:34:00,10:34:00,zenbus:StopPoint:SP:853940013:LOC,8,,,,2730,
5151061893447680:15,10:37:00,10:37:00,zenbus:StopPoint:SP:843740004:LOC,9,,,,3297,
5151061893447680:15,10:39:00,10:39:00,zenbus:StopPoint:SP:849270013:LOC,11,,,,3570,
5151061893447680:15,10:41:00,10:41:00,zenbus:StopPoint:SP:826690004:LOC,13,,,,4239,
5151061893447680:15,10:41:00,10:41:00,zenbus:StopPoint:SP:831800005:LOC,14,,,,4540,
5151061893447680:15,10:43:00,10:43:00,zenbus:StopPoint:SP:836670001:LOC,15,,,,4975,
5151061893447680:15,10:43:00,10:43:00,zenbus:StopPoint:SP:839690006:LOC,16,,,,5090,
5151061893447680:15,10:44:00,10:44:00,zenbus:StopPoint:SP:826710003:LOC,17,,,,5457,
